path,classification,current_owner,canonical_target,recommended_action,reason,review_status,evidence
docs/quality_analysis/Corrective_Action_Plan.md,historical,maintenance area: docs/quality_analysis,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/quality_analysis/Immediate_Recommendations.md,historical,maintenance area: docs/quality_analysis,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/quality_analysis/QA_Improvements.md,historical,maintenance area: docs/quality_analysis,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/quality_analysis/README.md,historical,maintenance area: docs/quality_analysis,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/quick_references/ARCHITECTURAL_CONTEXT_QUICK_REFERENCE.md,mixed,maintenance area: docs/quick_references,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/quick_references/BINARY_QUICK_REFERENCE.md,mixed,maintenance area: docs/quick_references,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/quick_references/COLORSPACE_QUICK_REFERENCE.md,mixed,maintenance area: docs/quick_references,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/quick_references/MACHINE_MODE_JSON.md,mixed,maintenance area: docs/quick_references,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/quick_references/PHASE_3_7_METADATA_EXTRACTION_TEST_COMMANDS.md,mixed,maintenance area: docs/quick_references,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/quick_references/PROCESSING_QUICK_REFERENCE.md,historical,maintenance area: docs/quick_references,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/quick_references/QUALITY_CONTROL_QUICKREF.md,mixed,maintenance area: docs/quick_references,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/quick_references/QUICK_REFERENCE.md,mixed,maintenance area: docs/quick_references,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/quick_references/QUICK_START_750Picacho.md,mixed,maintenance area: docs/quick_references,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/quick_references/RAG_DEMONSTRATION_QUICK_REFERENCE.md,mixed,maintenance area: docs/quick_references,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/750_PICACHO_DECISION_SUMMARY.md,historical,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/750_PICACHO_DEPTH_MODEL_RECOMMENDATION.md,mixed,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/750_PICACHO_POOL_QUALITY_REVIEW.md,mixed,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/AGENT_QUICK_REFERENCE.md,canonical,maintenance area: docs/reference,docs/reference/AGENT_QUICK_REFERENCE.md,maintain with source contracts,Navigation or historical boundary corrected; no paragraph-level implementation review claimed.,navigation-only review,Coordinator diff review; DOCUMENTATION_MAP.md; exact tracked target and available git relocation history where links changed
docs/reference/CHANGES_QUICK_REF.md,mixed,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/EXECUTION_PLAN_V1.md,canonical,maintenance area: docs/reference,docs/reference/EXECUTION_PLAN_V1.md,maintain with source contracts,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/INPUT_FILE_SPECIFICATIONS.md,mixed,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/LUT_AND_PIPELINE_ANALYSIS.md,mixed,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/PBR_PRESETS_QUICK_REFERENCE.md,historical,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/PHASE2_PLAN.md,mixed,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/PHASE2_SUMMARY.md,historical,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/PRO_PIPELINE_QUICK_REF.md,historical,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/QUALITY_CONTROL_READY.md,mixed,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/QUICKSTART_CHEATSHEET.md,mixed,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/QUICK_REFERENCE.md,mixed,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/SCRIPTS_REFERENCE.md,mixed,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/TIFF_FIX_QUICKREF.md,mixed,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/materials_v3_quick_reference_old.md,mixed,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reference/phase6a_quick_reference.md,mixed,maintenance area: docs/reference,docs/governance/DOCUMENTATION_MAP.md,separate historical context from current guidance,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reports/CORE_DEPENDENCIES_SUMMARY.txt,historical,maintenance area: docs/reports,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reports/DOCUMENTATION_REVIEW_REPORT.md,historical,maintenance area: docs/reports,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reports/PR_SUMMARY_LUX_DEPTH_V3.md,historical,maintenance area: docs/reports,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/reports/README.md,historical,maintenance area: docs/reports,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/runtimes/fastvlm.md,canonical,Dependency and isolated-runtime maintenance area,docs/runtimes/fastvlm.md,updated,Reviewed maintained commands and evidence boundaries against source.,source-reviewed changes,scripts/validation/validate_fastvlm_runtime.py:126-272; config/fastvlm_runtime_manifest.json; src/transformation_portal/vlm_captioning/fastvlm_runtime.py
docs/runtimes/orchestrator-postgres.md,canonical,Dependency and isolated-runtime maintenance area,docs/runtimes/orchestrator-postgres.md,updated,Reviewed maintained commands and evidence boundaries against source.,source-reviewed changes,"src/transformation_portal/orchestrator/storage/postgres.py:71-87,206-306,376-388,508-511; migrations/versions/0001_initial_orchestrator_schema.py; migrations/versions/0002_operational_audit_events.py; tests/orchestrator/conftest.py; tests/orchestrator/test_postgres_app_authority.py; Makefile:302-335,429-432,479-506"
docs/schemas/METADATA_SCHEMA.md,current-support,maintenance area: docs/schemas,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/attestation/lux-depth-run-card-predicate.v1.schema.json,historical,maintenance area: docs/schemas/attestation,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/attestation/tp.attestation.detached.v1/attestation.schema.json,current-support,maintenance area: docs/schemas/attestation/tp.attestation.detached.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/attestation/tp.run_card.attestation.detached.v1/attestation.schema.json,current-support,maintenance area: docs/schemas/attestation/tp.run_card.attestation.detached.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/evalsuite/evalsuite.resolution.v0/resolution.schema.json,current-support,maintenance area: docs/schemas/evalsuite/evalsuite.resolution.v0,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/evalsuite/evalsuite.v0/evalsuite.schema.json,current-support,maintenance area: docs/schemas/evalsuite/evalsuite.v0,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/evalsuite/taxonomy.v0/taxonomy.schema.json,current-support,maintenance area: docs/schemas/evalsuite/taxonomy.v0,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/evidence/tp.meta.evidence.v1/evidence.schema.json,current-support,maintenance area: docs/schemas/evidence/tp.meta.evidence.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/data.bag-build.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/data.bag-validate.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/data.dedup-plan.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/data.fixity-scan.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/data.fixity-verify.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/data.manifest-build.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/data.mets-export.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/data.premis-export.schema.json,historical,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/data.prov-export.schema.json,historical,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/data.rights-apply.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/data.sealed-eval-run.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/data.stac-export.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/data.tool-exec.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/envelope.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/error.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/exit_code.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.archive.machine.v1/machine_mode.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.archive.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
